locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFGBOHMA_00691	CDS	504	msrA1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 1
IFGBOHMA_00692	CDS	981	msrR		COG1316	Regulatory protein MsrR
IFGBOHMA_00693	CDS	186		5.3.2.-		putative tautomerase.1
IFGBOHMA_00694	CDS	1263	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
IFGBOHMA_00695	CDS	1092	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
IFGBOHMA_00696	CDS	933	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
IFGBOHMA_00697	CDS	1038	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IFGBOHMA_00698	CDS	210				hypothetical protein
IFGBOHMA_00699	CDS	1407	pabB_1	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
IFGBOHMA_00700	CDS	597	pabA_1	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
IFGBOHMA_00701	CDS	1017	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
IFGBOHMA_00702	CDS	783	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
IFGBOHMA_00703	CDS	630	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
IFGBOHMA_00704	CDS	1215	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
IFGBOHMA_00705	CDS	738	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IFGBOHMA_00706	CDS	660	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
IFGBOHMA_00707	CDS	1263	femA_2	2.3.2.17	COG2348	Aminoacyltransferase FemA
IFGBOHMA_00708	CDS	1260	femB	2.3.2.18	COG2348	Aminoacyltransferase FemB
IFGBOHMA_00709	CDS	522				hypothetical protein
IFGBOHMA_00710	CDS	348				hypothetical protein
IFGBOHMA_00711	CDS	1809	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
IFGBOHMA_00712	CDS	651	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
IFGBOHMA_00713	CDS	882	pstB3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
IFGBOHMA_00714	CDS	912	pstA		COG0581	Phosphate transport system permease protein PstA
IFGBOHMA_00715	CDS	930	pstC1		COG0573	Phosphate transport system permease protein PstC 1
IFGBOHMA_00716	CDS	951	pstS			Phosphate-binding protein PstS
IFGBOHMA_00717	CDS	900	cvfB		COG2996	Conserved virulence factor B
IFGBOHMA_00718	CDS	1602	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
IFGBOHMA_00719	CDS	831	dkgB_1	1.1.1.274		2,5-diketo-D-gluconic acid reductase B
IFGBOHMA_00720	CDS	1203	lysC	2.7.2.4	COG0527	Aspartokinase 2
IFGBOHMA_00721	CDS	990	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IFGBOHMA_00722	CDS	888	dapA	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
IFGBOHMA_00723	CDS	723	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
IFGBOHMA_00724	CDS	720	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IFGBOHMA_00725	CDS	1158	hipO	3.5.1.32	COG1473	Hippurate hydrolase
IFGBOHMA_00726	CDS	1074	alr1_1	5.1.1.1	COG0787	Alanine racemase 1
IFGBOHMA_00727	CDS	1266	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IFGBOHMA_00728	CDS	201	cspA_1		COG1278	Cold shock protein CspA
IFGBOHMA_00729	CDS	309				hypothetical protein
IFGBOHMA_00730	CDS	270	acyP	3.6.1.7	COG1254	Acylphosphatase
IFGBOHMA_00731	CDS	621				hypothetical protein
IFGBOHMA_00732	CDS	1134				TelA-like protein
IFGBOHMA_00733	CDS	1572			COG1292	Glycine betaine transporter 2
IFGBOHMA_00734	CDS	1344	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
IFGBOHMA_00735	CDS	1890				hypothetical protein
IFGBOHMA_00736	CDS	792	nirQ		COG0714	Denitrification regulatory protein NirQ
IFGBOHMA_00737	CDS	204				hypothetical protein
IFGBOHMA_00738	CDS	813	mhqA_3	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
IFGBOHMA_00739	CDS	201				hypothetical protein
IFGBOHMA_00740	CDS	702				hypothetical protein
IFGBOHMA_00741	CDS	825	natA_1		COG4555	ABC transporter ATP-binding protein NatA
IFGBOHMA_00742	CDS	564	yyaP		COG0262	putative protein YyaP
IFGBOHMA_00743	CDS	1008	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
IFGBOHMA_00744	CDS	1143	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase
IFGBOHMA_00745	CDS	888	asbF	4.2.1.118		3-dehydroshikimate dehydratase
IFGBOHMA_00746	CDS	867	iolE	4.2.1.44		Inosose dehydratase
IFGBOHMA_00747	CDS	876	rhaS_2			HTH-type transcriptional activator RhaS
IFGBOHMA_00748	CDS	549	sutR_3		COG1396	HTH-type transcriptional regulator SutR
IFGBOHMA_00749	CDS	96				hypothetical protein
IFGBOHMA_00750	CDS	1266	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
IFGBOHMA_00751	CDS	2802	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
IFGBOHMA_00752	CDS	1356	arlS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
IFGBOHMA_00753	CDS	663	arlR_1		COG0745	Response regulator ArlR
IFGBOHMA_00754	CDS	615	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
IFGBOHMA_00755	CDS	1074	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IFGBOHMA_00756	CDS	510				hypothetical protein
IFGBOHMA_00757	CDS	1479		3.4.21.-		putative CtpA-like serine protease
IFGBOHMA_00758	CDS	222				hypothetical protein
IFGBOHMA_00759	CDS	501	crr			PTS system glucose-specific EIIA component
IFGBOHMA_00760	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
IFGBOHMA_00761	CDS	528	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
IFGBOHMA_00762	CDS	840				DegV domain-containing protein
IFGBOHMA_00763	CDS	486	folA	1.5.1.3		Dihydrofolate reductase
IFGBOHMA_00764	CDS	957	thyA	2.1.1.45	COG0207	Thymidylate synthase
IFGBOHMA_00765	CDS	435				hypothetical protein
IFGBOHMA_00766	CDS	1116				hypothetical protein
IFGBOHMA_00767	CDS	258				hypothetical protein
IFGBOHMA_00768	CDS	705	yhhQ		COG1738	Queuosine precursor transporter
IFGBOHMA_00769	CDS	582	ydeN_1	3.-.-.-	COG3545	Putative hydrolase YdeN
IFGBOHMA_00770	CDS	408	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
IFGBOHMA_00771	CDS	882	ypcP	3.1.11.-	COG0258	5'-3' exonuclease
IFGBOHMA_00772	CDS	3441	der_1			GTPase Der
IFGBOHMA_00773	CDS	636				hypothetical protein
IFGBOHMA_00774	CDS	906	rarD		COG2962	Protein RarD
IFGBOHMA_00775	CDS	1134	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
IFGBOHMA_00776	CDS	360	gpsB			Cell cycle protein GpsB
IFGBOHMA_00777	CDS	567				hypothetical protein
IFGBOHMA_00778	CDS	339				hypothetical protein
IFGBOHMA_00779	CDS	627	recU	3.1.22.-		Holliday junction resolvase RecU
IFGBOHMA_00780	CDS	2268	ponA		COG0744	Penicillin-binding protein 1A/1B
IFGBOHMA_00781	CDS	330				hypothetical protein
IFGBOHMA_00782	CDS	660	nth	4.2.99.18	COG0177	Endonuclease III
IFGBOHMA_00783	CDS	687	dnaD		COG3935	DNA replication protein DnaD
IFGBOHMA_00784	CDS	1293	asnS	6.1.1.22		Asparagine--tRNA ligase
IFGBOHMA_00785	CDS	2700	dinG	3.6.4.12	COG0847	putative ATP-dependent helicase DinG 
IFGBOHMA_00786	CDS	972	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
IFGBOHMA_00787	CDS	1206	cca	2.7.7.72		CCA-adding enzyme
IFGBOHMA_00788	CDS	1149	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
IFGBOHMA_00789	CDS	321	ypjD		COG1694	putative protein YpjD
IFGBOHMA_00790	CDS	696				hypothetical protein
IFGBOHMA_00791	CDS	603				hypothetical protein
IFGBOHMA_00792	CDS	561				hypothetical protein
IFGBOHMA_00793	CDS	1248	lapB			Lipopolysaccharide assembly protein B
IFGBOHMA_00794	CDS	1299	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
IFGBOHMA_00795	CDS	1068	aroB	4.2.3.4		3-dehydroquinate synthase
IFGBOHMA_00796	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
IFGBOHMA_00797	CDS	450	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
IFGBOHMA_00798	CDS	954	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
IFGBOHMA_00799	CDS	702	menG	2.1.1.163		Demethylmenaquinone methyltransferase
IFGBOHMA_00800	CDS	570	hexs-a	2.5.1.83		Hexaprenyl-diphosphate synthase small subunit ((2E,6E)-farnesyl-diphosphate specific)
IFGBOHMA_00801	CDS	273	hup		COG0776	DNA-binding protein HU
IFGBOHMA_00802	CDS	999	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
IFGBOHMA_00803	CDS	1311	der_2			GTPase Der
IFGBOHMA_00804	CDS	1182	rpsA			30S ribosomal protein S1
IFGBOHMA_00805	CDS	738	cmk	2.7.4.25		Cytidylate kinase
IFGBOHMA_00806	CDS	975	ansB	3.5.1.1		L-asparaginase
IFGBOHMA_00807	CDS	987		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
IFGBOHMA_00808	CDS	1818	ebpS			Elastin-binding protein EbpS
IFGBOHMA_00809	CDS	1380	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
IFGBOHMA_00810	CDS	966				hypothetical protein
IFGBOHMA_00811	CDS	249				Ferredoxin
IFGBOHMA_00812	CDS	546	ribU			Riboflavin transporter RibU
IFGBOHMA_00813	CDS	1779	srrB	2.7.13.3		Sensor protein SrrB
IFGBOHMA_00814	CDS	726	srrA		COG0745	Transcriptional regulatory protein SrrA
IFGBOHMA_00815	CDS	738	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IFGBOHMA_00816	CDS	549	scpB		COG1386	Segregation and condensation protein B
IFGBOHMA_00817	CDS	735	scpA		COG1354	Segregation and condensation protein A
IFGBOHMA_00818	CDS	507				hypothetical protein
IFGBOHMA_00819	CDS	888	xerD_1			Tyrosine recombinase XerD
IFGBOHMA_00820	CDS	447	fur		COG0735	Ferric uptake regulation protein
IFGBOHMA_00821	CDS	543	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
IFGBOHMA_00822	CDS	915	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
IFGBOHMA_00823	CDS	759		1.-.-.-		putative oxidoreductase
IFGBOHMA_00824	CDS	816	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
IFGBOHMA_00825	CDS	138				hypothetical protein
IFGBOHMA_00826	CDS	921	rnz	3.1.26.11	COG1234	Ribonuclease Z
IFGBOHMA_00827	CDS	1485	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IFGBOHMA_00828	CDS	873	marA			Multiple antibiotic resistance protein MarA
IFGBOHMA_00829	CDS	1650	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
IFGBOHMA_00830	CDS	900	malR		COG1609	HTH-type transcriptional regulator MalR
IFGBOHMA_00831	CDS	1410	gnd	1.1.1.44		6-phosphogluconate dehydrogenase, decarboxylating
IFGBOHMA_00832	CDS	1137	pepT_1	3.4.11.4	COG2195	Peptidase T
IFGBOHMA_00833	CDS	993				hypothetical protein
IFGBOHMA_00834	CDS	438				hypothetical protein
IFGBOHMA_00835	CDS	1269	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IFGBOHMA_00836	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
IFGBOHMA_00837	CDS	999	bfmBAA	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
IFGBOHMA_00838	CDS	1422	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
IFGBOHMA_00839	CDS	1062	buk2	2.7.2.7	COG3426	Butyrate kinase 2
IFGBOHMA_00840	CDS	897	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
IFGBOHMA_00841	CDS	1680	recN		COG0497	DNA repair protein RecN
IFGBOHMA_00842	CDS	453	argR			Arginine repressor
IFGBOHMA_00843	CDS	882		2.5.1.10		Farnesyl diphosphate synthase
IFGBOHMA_00844	CDS	237	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
IFGBOHMA_00845	CDS	1338	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
IFGBOHMA_00846	CDS	387	nusB			Transcription antitermination protein NusB
IFGBOHMA_00847	CDS	363				putative protein
IFGBOHMA_00848	CDS	1359	cfiB_1	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
IFGBOHMA_00849	CDS	474	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IFGBOHMA_00850	CDS	558	efp			Elongation factor P
IFGBOHMA_00851	CDS	1059	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
IFGBOHMA_00852	CDS	588				hypothetical protein
IFGBOHMA_00853	CDS	219				hypothetical protein
IFGBOHMA_00854	CDS	849	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
IFGBOHMA_00855	CDS	387	yibN		COG0607	putative protein YibN
IFGBOHMA_00856	CDS	1479	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
IFGBOHMA_00857	CDS	1353	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
IFGBOHMA_00858	CDS	1092	gcvT	2.1.2.10		Aminomethyltransferase
IFGBOHMA_00859	CDS	516	aroK	2.7.1.71	COG0703	Shikimate kinase
IFGBOHMA_00860	CDS	198				hypothetical protein
IFGBOHMA_00861	CDS	714				hypothetical protein
IFGBOHMA_00862	CDS	447				hypothetical protein
IFGBOHMA_00863	CDS	327	comGC		COG4537	ComG operon protein 3
IFGBOHMA_00864	CDS	1068				hypothetical protein
IFGBOHMA_00865	CDS	975	comGA		COG2804	ComG operon protein 1
IFGBOHMA_00866	CDS	624		3.-.-.-		putative metallo-hydrolase
IFGBOHMA_00867	CDS	324				hypothetical protein
IFGBOHMA_00868	CDS	987	glcK	2.7.1.2	COG1940	Glucokinase
IFGBOHMA_00869	CDS	201	yqgQ		COG4483	putative protein YqgQ
IFGBOHMA_00870	CDS	1458	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
IFGBOHMA_00871	CDS	540	yqgN		COG0212	putative protein YqgN
IFGBOHMA_00872	CDS	150	rpmG2		COG0267	50S ribosomal protein L33 2
IFGBOHMA_00873	CDS	2052	pbpH		COG0768	Penicillin-binding protein H
IFGBOHMA_00874	CDS	600	sodA	1.15.1.1		Superoxide dismutase [Mn/Fe]
IFGBOHMA_00875	CDS	414	zur		COG0735	Zinc-specific metallo-regulatory protein
IFGBOHMA_00876	CDS	861	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
IFGBOHMA_00877	CDS	774	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
IFGBOHMA_00878	CDS	891	nfo	3.1.21.2		putative endonuclease 4
IFGBOHMA_00879	CDS	1341	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
IFGBOHMA_00880	CDS	1104			COG0327	GTP cyclohydrolase 1 type 2 
IFGBOHMA_00881	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
IFGBOHMA_00882	CDS	1107	sigA		COG0568	RNA polymerase sigma factor SigA
IFGBOHMA_00883	CDS	1785	dnaG	2.7.7.-	COG0358	DNA primase
IFGBOHMA_00884	CDS	825	yqfL_2	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
IFGBOHMA_00885	CDS	534	ccpN		COG0517	Transcriptional repressor CcpN
IFGBOHMA_00886	CDS	1392	glyQS	6.1.1.14		Glycine--tRNA ligase
IFGBOHMA_00887	CDS	759	recO		COG1381	DNA repair protein RecO
IFGBOHMA_00888	CDS	900	era			GTPase Era
IFGBOHMA_00889	CDS	405	cdd	3.5.4.5	COG0295	Cytidine deaminase
IFGBOHMA_00890	CDS	336	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
IFGBOHMA_00891	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IFGBOHMA_00892	CDS	948			COG1702	PhoH-like protein
IFGBOHMA_00893	CDS	672				hypothetical protein
IFGBOHMA_00894	CDS	984				hypothetical protein
IFGBOHMA_00895	CDS	711				hypothetical protein
IFGBOHMA_00896	CDS	171	rpsU		COG0828	30S ribosomal protein S21
IFGBOHMA_00897	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IFGBOHMA_00898	CDS	939	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
IFGBOHMA_00899	CDS	1137	dnaJ			Chaperone protein DnaJ
IFGBOHMA_00900	CDS	1845	dnaK			Chaperone protein DnaK
IFGBOHMA_00901	CDS	615	grpE			Protein GrpE
IFGBOHMA_00902	CDS	981	hrcA		COG1420	Heat-inducible transcription repressor HrcA
IFGBOHMA_00903	CDS	1125	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
IFGBOHMA_00904	CDS	1824	lepA	3.6.5.-		Elongation factor 4
IFGBOHMA_00905	CDS	252	rpsT		COG0268	30S ribosomal protein S20
IFGBOHMA_00906	CDS	975	yqeN		COG1466	putative protein YqeN
IFGBOHMA_00907	CDS	2052	comEC		COG0658	ComE operon protein 3
IFGBOHMA_00908	CDS	462	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
IFGBOHMA_00909	CDS	714	comEA		COG1555	ComE operon protein 1
IFGBOHMA_00910	CDS	717	tylM1	2.1.1.235		dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
IFGBOHMA_00911	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
IFGBOHMA_00912	CDS	585				hypothetical protein
IFGBOHMA_00913	CDS	573	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
IFGBOHMA_00914	CDS	291			COG1534	RNA-binding protein
IFGBOHMA_00915	CDS	798	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IFGBOHMA_00916	CDS	1101	yqeH		COG1161	putative protein YqeH
IFGBOHMA_00917	CDS	528				hypothetical protein
IFGBOHMA_00918	CDS	687	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
IFGBOHMA_00919	CDS	1233				hypothetical protein
IFGBOHMA_00920	CDS	759				hypothetical protein
IFGBOHMA_00921	CDS	1359	accC	6.3.4.14	COG0439	Biotin carboxylase
IFGBOHMA_00922	CDS	453	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
IFGBOHMA_00923	CDS	1011	kipA_1		COG1984	KipI antagonist
IFGBOHMA_00924	CDS	723	kipI_1		COG2049	Kinase A inhibitor
IFGBOHMA_00925	CDS	477	greA			Transcription elongation factor GreA
IFGBOHMA_00926	CDS	624	udk	2.7.1.48		Uridine kinase
IFGBOHMA_00927	CDS	1269	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
IFGBOHMA_00928	CDS	924	ydcP_2	3.4.-.-	COG0826	putative protease YdcP
IFGBOHMA_00929	CDS	642		2.1.1.-	COG4122	Putative O-methyltransferase/MSMEI_4947
IFGBOHMA_00930	CDS	333				hypothetical protein
IFGBOHMA_00931	CDS	429	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IFGBOHMA_00932	CDS	261				hypothetical protein
IFGBOHMA_00933	CDS	2631	alaS	6.1.1.7		Alanine--tRNA ligase
IFGBOHMA_00934	CDS	2397	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
IFGBOHMA_00935	CDS	666	yrrB			TPR repeat-containing protein YrrB
IFGBOHMA_00936	CDS	1113	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
IFGBOHMA_00937	CDS	1143	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
IFGBOHMA_00938	CDS	1632	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
IFGBOHMA_00939	CDS	999	luxB	1.14.14.3		Alkanal monooxygenase beta chain
IFGBOHMA_00940	CDS	165				hypothetical protein
IFGBOHMA_00941	CDS	183				hypothetical protein
IFGBOHMA_00942	CDS	420	cymR			HTH-type transcriptional regulator CymR
IFGBOHMA_00943	CDS	1278			COG2256	putative AAA domain-containing protein
IFGBOHMA_00944	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
IFGBOHMA_00945	CDS	1767	aspS	6.1.1.12		Aspartate--tRNA ligase
IFGBOHMA_00946	CDS	1263	hisS	6.1.1.21		Histidine--tRNA ligase
IFGBOHMA_00947	CDS	873	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IFGBOHMA_00948	CDS	453	dtd	3.1.1.96		D-aminoacyl-tRNA deacylase
IFGBOHMA_00949	CDS	2190	relA	2.7.6.5		GTP pyrophosphokinase
IFGBOHMA_00950	CDS	519	apt	2.4.2.7		Adenine phosphoribosyltransferase
IFGBOHMA_00951	CDS	2280	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
IFGBOHMA_00952	CDS	2277	secDF		COG0341	Protein translocase subunit SecDF
IFGBOHMA_00953	CDS	261	yajC		COG1862	Sec translocon accessory complex subunit YajC
IFGBOHMA_00954	CDS	1140	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
IFGBOHMA_00955	CDS	1026	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IFGBOHMA_00956	CDS	1002	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
IFGBOHMA_00957	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
IFGBOHMA_00958	CDS	456				hypothetical protein
IFGBOHMA_00959	CDS	1296	obg	3.6.5.-		GTPase Obg
IFGBOHMA_00960	CDS	285	rpmA		COG0211	50S ribosomal protein L27
IFGBOHMA_00961	CDS	321				hypothetical protein
IFGBOHMA_00962	CDS	309	rplU		COG0261	50S ribosomal protein L21
IFGBOHMA_00963	CDS	525				hypothetical protein
IFGBOHMA_00964	CDS	843	mreC		COG1792	Cell shape-determining protein MreC
IFGBOHMA_00965	CDS	159				hypothetical protein
IFGBOHMA_00966	CDS	459				hypothetical protein
IFGBOHMA_00967	CDS	180				hypothetical protein
IFGBOHMA_00968	CDS	282				hypothetical protein
IFGBOHMA_00969	CDS	849	dkgB_2	1.1.1.274		2,5-diketo-D-gluconic acid reductase B
IFGBOHMA_00970	CDS	1272				hypothetical protein
IFGBOHMA_00971	CDS	1065				hypothetical protein
IFGBOHMA_00972	CDS	678				hypothetical protein
IFGBOHMA_00973	CDS	705	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
IFGBOHMA_00974	CDS	819				hypothetical protein
IFGBOHMA_00975	CDS	582	betI_2			HTH-type transcriptional regulator BetI
IFGBOHMA_00976	CDS	549				hypothetical protein
IFGBOHMA_00977	CDS	216				hypothetical protein
IFGBOHMA_00978	CDS	699	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
IFGBOHMA_00979	CDS	390				hypothetical protein
IFGBOHMA_00980	CDS	663	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
IFGBOHMA_00981	CDS	618	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
IFGBOHMA_00982	CDS	492	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
IFGBOHMA_00983	CDS	873	ywpJ_1	3.1.3.-	COG0561	Phosphatase YwpJ
IFGBOHMA_00984	CDS	567	azo1	1.7.-.-		FMN-dependent NADPH-azoreductase
IFGBOHMA_00985	CDS	345				hypothetical protein
IFGBOHMA_00986	CDS	822				hypothetical protein
IFGBOHMA_00987	CDS	879	folE2	3.5.4.16		GTP cyclohydrolase FolE2
IFGBOHMA_00988	CDS	666	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
IFGBOHMA_00989	CDS	360	yojF			putative protein YojF
IFGBOHMA_00990	CDS	642		4.1.2.43		3-hexulose-6-phosphate synthase
IFGBOHMA_00991	CDS	549	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
IFGBOHMA_00992	CDS	129				hypothetical protein
IFGBOHMA_00993	CDS	1347	alsT_2		COG1115	Amino-acid carrier protein AlsT
IFGBOHMA_00994	CDS	1368	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
IFGBOHMA_00995	CDS	1143	yhfS	2.3.1.-	COG0183	Putative acetyl-CoA C-acetyltransferase YhfS
IFGBOHMA_00996	CDS	363				hypothetical protein
IFGBOHMA_00997	CDS	264				hypothetical protein
IFGBOHMA_00998	CDS	441				hypothetical protein
IFGBOHMA_00999	CDS	171				hypothetical protein
IFGBOHMA_01000	CDS	510	isaB_2			Immunodominant staphylococcal antigen B
IFGBOHMA_01001	CDS	831	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
IFGBOHMA_01002	CDS	657	ung	3.2.2.27		Uracil-DNA glycosylase
IFGBOHMA_01003	CDS	390				hypothetical protein
IFGBOHMA_01004	CDS	366				hypothetical protein
IFGBOHMA_01005	CDS	1488	yhdG_3		COG0531	putative amino acid permease YhdG
IFGBOHMA_01006	CDS	453				hypothetical protein
IFGBOHMA_01007	CDS	774	yjjP_2		COG2966	Inner membrane protein YjjP
IFGBOHMA_01008	CDS	750		1.11.1.-		Putative heme-dependent peroxidase
IFGBOHMA_01009	CDS	987	pta_2	2.3.1.8		Phosphate acetyltransferase
IFGBOHMA_01010	CDS	837	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
IFGBOHMA_01011	CDS	924	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
IFGBOHMA_01012	CDS	990	thrB_2	2.7.1.39		Homoserine kinase
IFGBOHMA_01013	CDS	1077		2.7.4.2		Phosphomevalonate kinase
IFGBOHMA_01014	CDS	1605	malP_1		COG1263	PTS system maltose-specific EIICB component
IFGBOHMA_01015	CDS	750	glvR_1		COG1737	HTH-type transcriptional regulator GlvR
IFGBOHMA_01016	CDS	1083	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
IFGBOHMA_01017	CDS	717				hypothetical protein
