tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
1286	32051840	AL483_RS24580	AL483_RS24580	AL483_11765	-	-	-	monovalent cation/proton antiporter, MnhG/PhaG subunit	protein-coding	-	-	-	-	20180310	-
1286	32051934	AL483_RS25050	AL483_RS25050	AL483_12235	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180310	-
1286	32051961	AL483_RS25185	AL483_RS25185	AL483_12370	-	-	-	cation transporter	protein-coding	-	-	-	-	20180310	-
1287	8207351	rep	pACK4_p1	-	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20160730	-
1287	8864976	pACK1_p46	pACK1_p46	-	-	-	-	ORF46	protein-coding	-	-	-	ORF46|putative truncated transposase	20160806	-
1287	8864994	pACK1_p19	pACK1_p19	-	-	-	-	ORF19	protein-coding	-	-	-	ORF19|putative RepB replication-associated protein	20160806	-
1287	8865008	pACK1_p33	pACK1_p33	-	-	-	-	ORF33	protein-coding	-	-	-	ORF33|putative catalase	20150908	-
1287	8865018	pACK1_p43	pACK1_p43	-	-	-	-	ORF43	protein-coding	-	-	-	ORF43|putative truncated transposase	20150908	-
1287	8865021	pACK1_p48	pACK1_p48	-	-	-	-	ORF48	protein-coding	-	-	-	ORF48|putative replication-associated protein	20160806	-
1287	8865022	pACK1_p49	pACK1_p49	-	-	-	-	ORF49	protein-coding	-	-	-	ORF49|possible truncated IS431mec transposase	20160806	-
1287	8865042	pACK3_p19	pACK3_p19	-	-	-	-	ORF19	protein-coding	-	-	-	ORF19|putative RepB replication associated protein	20160806	-
1287	10250959	ST1286_p01	ST1286_p01	-	-	-	-	putative plasmid replication protein	protein-coding	-	-	-	-	20160813	-
1287	10250962	pACK5_p1	pACK5_p1	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20160813	-
1288	29394461	BE24_RS10140	BE24_RS10140	BE24_10480	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170410	-
1288	29394822	BE24_RS00865	BE24_RS00865	BE24_00905	-	-	-	monovalent cation/H+ antiporter subunit G	protein-coding	-	-	-	-	20170410	-
1288	29394835	BE24_RS00835	BE24_RS00835	BE24_00875	-	-	-	monovalent cation/H+ antiporter subunit A	protein-coding	-	-	-	-	20170410	-
1288	29395265	BE24_RS05240	BE24_RS05240	BE24_05460	-	-	-	replication protein	protein-coding	-	-	-	-	20170410	-
1288	29395274	BE24_RS00860	BE24_RS00860	BE24_00900	-	-	-	monovalent cation/H+ antiporter subunit F	protein-coding	-	-	-	-	20170410	-
1288	29395277	BE24_RS09715	BE24_RS09715	BE24_10045	-	-	-	2-oxoglutarate translocator	protein-coding	-	-	-	-	20170906	-
1288	29395390	BE24_RS12060	BE24_RS12060	BE24_12495	-	-	-	tRNA modification GTPase	protein-coding	-	-	-	-	20170908	-
1288	29395398	BE24_RS05265	BE24_RS05265	BE24_05485	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20170410	-
1288	29395403	BE24_RS00840	BE24_RS00840	BE24_00880	-	-	-	monovalent cation/H+ antiporter subunit B	protein-coding	-	-	-	-	20170410	-
1288	29395407	BE24_RS12045	BE24_RS12045	BE24_12480	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20180223	-
1288	29395483	BE24_RS12030	BE24_RS12030	BE24_12465	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180223	-
1288	29395523	BE24_RS05235	BE24_RS05235	BE24_05455	-	-	-	DNA replication protein DnaC	protein-coding	-	-	-	-	20170410	-
1288	29395545	BE24_RS06065	BE24_RS06065	BE24_06335	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20170908	-
1288	29395688	BE24_RS11970	BE24_RS11970	BE24_12405	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180223	-
1288	29395827	BE24_RS06545	BE24_RS06545	BE24_06825	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20170410	-
1288	29395929	BE24_RS11850	BE24_RS11850	BE24_12255	-	-	-	type I restriction-modification system specificity determinant protein	protein-coding	-	-	-	-	20170410	-
1288	29395946	BE24_RS12775	BE24_RS12775	BE24_13240	-	-	-	catalase HPII	protein-coding	-	-	-	-	20170908	-
1288	29396389	BE24_RS11680	BE24_RS11680	BE24_12065	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170410	-
1288	29396431	BE24_RS06885	BE24_RS06885	BE24_07165	-	-	-	DNA replication protein YabA	protein-coding	-	-	-	-	20170410	-
1288	29396479	BE24_RS11645	BE24_RS11645	BE24_12030	-	-	-	modification methylase	protein-coding	-	-	-	-	20170410	-
1288	29396635	BE24_RS07910	BE24_RS07910	BE24_08215	-	-	-	cation transporter	protein-coding	-	-	-	-	20180223	-
1288	29396654	BE24_RS02060	BE24_RS02060	BE24_02155	-	-	-	monovalent cation/H+ antiporter subunit B	protein-coding	-	-	-	-	20170410	-
1288	29396686	BE24_RS02040	BE24_RS02040	BE24_02135	-	-	-	monovalent cation/H+ antiporter subunit F	protein-coding	-	-	-	-	20170410	-
1288	29396687	BE24_RS03810	BE24_RS03810	BE24_03960	-	-	-	catalase B	protein-coding	-	-	-	-	20180223	-
1288	29396715	BE24_RS04470	BE24_RS04470	BE24_04645	-	-	-	chromosome replication protein DnaD	protein-coding	-	-	-	-	20180223	-
1288	29397052	BE24_RS12990	BE24_RS12990	BE24_13475	-	-	-	catalase	protein-coding	-	-	-	-	20170410	-
1288	29397094	BE24_RS13355	BE24_RS13355	BE24_13870	-	-	-	replication protein	protein-coding	-	-	-	-	20170410	-
1292	2648469	rep	PPI1_p33	-	-	-	-	replication protein	protein-coding	-	-	-	-	20160813	-
1292	2648474	rep	pPI-2p01	-	-	-	-	replication protein	protein-coding	-	-	-	-	20160813	-
1292	2986680	PPI1_p32	PPI1_p32	-	-	-	-	putative plasmid replication-associated protein	protein-coding	-	-	-	-	20160813	-
1292	2986683	PPI1_p31	PPI1_p31	-	-	-	-	putative plasmid replication-associated protein	protein-coding	-	-	-	-	20170906	-
1292	3475017	rep49	pSW174_01	-	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20180707	-
1292	3475023	rep49	pSW49_01	-	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20180707	-
1296	2538432	delta tnpB	pSCFS1_10	-	-	-	-	truncated transposase B of Tn554	protein-coding	-	-	-	-	20170916	-
1296	3126302	pSCFS1_11	pSCFS1_11	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20170916	-
1296	3126310	pSCFS1_14	pSCFS1_14	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20170916	-
1296	6268030	cat	pC194_p4	-	-	-	-	chloramphenicol acetyltransferase	protein-coding	-	-	-	-	20170916	-
1296	6268031	rep	pC194_p2	-	-	-	-	essential for plasmid replication	protein-coding	-	-	-	essential for plasmid replication|plasmid replication protein	20170916	-
1296	33958025	CEP64_RS15945	CEP64_RS15945	CEP64_01890	-	-	-	cation/acetate symporter ActP	protein-coding	-	-	-	-	20180319	-
1296	33958048	CEP64_RS22540	CEP64_RS22540	CEP64_08485	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180319	-
1296	33958121	CEP64_RS18365	CEP64_RS18365	CEP64_04310	-	-	-	cation transporter	protein-coding	-	-	-	-	20180319	-
1296	33958173	CEP64_RS15310	CEP64_RS15310	CEP64_01255	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180319	-
1296	33958218	CEP64_RS15305	CEP64_RS15305	CEP64_01250	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180319	-
1296	33958306	CEP64_RS19305	CEP64_RS19305	CEP64_05250	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180319	-
1296	33958465	CEP64_RS15900	CEP64_RS15900	CEP64_01845	-	-	-	catalase	protein-coding	-	-	-	-	20180319	-
1296	33958475	CEP64_RS15630	CEP64_RS15630	CEP64_01575	-	-	-	cation transporter	protein-coding	-	-	-	-	20180319	-
1296	33958631	CEP64_RS21620	CEP64_RS21620	CEP64_07565	-	-	-	aspartate carbamoyltransferase catalytic subunit	protein-coding	-	-	-	-	20180319	-
1296	33958650	CEP64_RS23480	CEP64_RS23480	CEP64_09425	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180319	-
1296	33958664	CEP64_RS25535	CEP64_RS25535	CEP64_11490	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180319	-
1296	33958803	CEP64_RS26855	CEP64_RS26855	CEP64_12815	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20180319	-
1296	33958833	CEP64_RS26690	CEP64_RS26690	CEP64_12650	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180319	-
1296	33959156	CEP64_RS23000	CEP64_RS23000	CEP64_08945	-	-	-	monovalent cation/H+ antiporter subunit E	protein-coding	-	-	-	-	20180319	-
1296	33959215	CEP64_RS15285	CEP64_RS15285	CEP64_01230	-	-	-	monovalent cation/H+ antiporter subunit B	protein-coding	-	-	-	-	20180319	-
1296	33959268	CEP64_RS26565	CEP64_RS26565	CEP64_12525	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180319	-
1296	33959378	CEP64_RS14655	CEP64_RS14655	CEP64_00600	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180319	-
1296	33959717	CEP64_RS15570	CEP64_RS15570	CEP64_01515	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180319	-
1296	33959803	CEP64_RS24195	CEP64_RS24195	CEP64_10140	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180319	-
1296	33960000	CEP64_RS14960	CEP64_RS14960	CEP64_00905	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180319	-
1296	33960226	CEP64_RS26000	CEP64_RS26000	CEP64_11955	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20180319	-
1296	33960314	CEP64_RS19185	CEP64_RS19185	CEP64_05130	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180319	-
1296	33960369	CEP64_RS18115	CEP64_RS18115	CEP64_04060	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180319	-
1296	33960398	CEP64_RS26605	CEP64_RS26605	CEP64_12565	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180319	-
1296	33960453	ccpA	CEP64_RS18645	CEP64_04590	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20180319	-
1296	33960556	CEP64_RS20580	CEP64_RS20580	CEP64_06525	-	-	-	cation diffusion facilitator family transporter	protein-coding	-	-	-	-	20180319	-
1296	33960566	CEP64_RS22700	CEP64_RS22700	CEP64_08645	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20180319	-
1296	33960569	CEP64_RS20630	CEP64_RS20630	CEP64_06575	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20180319	-
1296	33960658	CEP64_RS27870	CEP64_RS27870	CEP64_13840	-	-	-	plasmid replication protein	protein-coding	-	-	-	-	20180319	-
1296	33960664	CEP64_RS27980	CEP64_RS27980	CEP64_13950	-	-	-	plasmid replication-associated protein	protein-coding	-	-	-	-	20180319	-
1304	29397135	SSAL8618_RS02670	SSAL8618_RS02670	SSAL8618_02670	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20170707	-
1304	29397241	SSAL8618_RS00595	SSAL8618_RS00595	SSAL8618_00595	-	-	-	replication-relaxation	protein-coding	-	-	-	-	20170410	-
1304	29397264	SSAL8618_RS02960	SSAL8618_RS02960	SSAL8618_02960	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20170410	-
1304	29397458	SSAL8618_RS03300	SSAL8618_RS03300	SSAL8618_03300	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20170707	-
1304	29397462	SSAL8618_RS08075	SSAL8618_RS08075	SSAL8618_08075	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170410	-
1304	29397478	SSAL8618_RS10145	SSAL8618_RS10145	SSAL8618_10145	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20170410	-
1304	29397648	SSAL8618_RS00880	SSAL8618_RS00880	SSAL8618_00880	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170410	-
1304	29397801	SSAL8618_RS04090	SSAL8618_RS04090	SSAL8618_04090	-	-	-	type I restriction-modification system subunit M	protein-coding	-	-	-	-	20170410	-
1304	29397945	SSAL8618_RS09845	SSAL8618_RS09845	SSAL8618_09845	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20170410	-
1304	29398044	SSAL8618_RS04605	SSAL8618_RS04605	SSAL8618_04605	-	-	-	DNA replication protein DnaD	protein-coding	-	-	-	-	20170906	-
1304	29398270	SSAL8618_RS00460	SSAL8618_RS00460	SSAL8618_00460	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20170410	-
1304	29398412	SSAL8618_RS05280	SSAL8618_RS05280	SSAL8618_05280	-	-	-	cation transporter	protein-coding	-	-	-	-	20170410	-
1304	29398492	SSAL8618_RS00005	SSAL8618_RS00005	SSAL8618_00005	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170410	-
1304	29398585	SSAL8618_RS05530	SSAL8618_RS05530	SSAL8618_05530	-	-	-	tRNA modification GTPase	protein-coding	-	-	-	-	20170410	-
1304	29398604	SSAL8618_RS05570	SSAL8618_RS05570	SSAL8618_05570	-	-	-	dihydroorotate dehydrogenase B catalytic subunit	protein-coding	-	-	-	-	20170410	-
1304	29398629	SSAL8618_RS05645	SSAL8618_RS05645	SSAL8618_05645	-	-	-	cation transporter	protein-coding	-	-	-	-	20170410	-
1304	29398669	SSAL8618_RS10060	SSAL8618_RS10060	SSAL8618_10060	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170908	-
1304	29398874	SSAL8618_RS06140	SSAL8618_RS06140	SSAL8618_06140	-	-	-	calcium-translocating P-type ATPase, PMCA-type	protein-coding	-	-	-	-	20170410	-
1308	1113351	repA	pER35_01	-	-	-	-	replication protein	protein-coding	-	-	-	-	20170420	-
1308	1113354	hsdM	pER35_04	-	-	-	-	type IC modification subunit	protein-coding	-	-	-	-	20170420	-
1308	1113357	repA	pER36_02	-	-	-	-	replication protein	protein-coding	-	-	-	-	20170420	-
1308	1113359	repB	pER13_03	-	-	-	-	replication protein	protein-coding	-	-	-	replication protein|hypothetical protein	20170420	-
1308	1450179	rep371	pER371_01	-	-	-	-	Rep371	protein-coding	-	-	-	Rep371|replication protein	20170420	-
1308	2559779	rep	pt38_p3	-	-	-	-	replication protein	protein-coding	-	-	-	-	20170420	-
1308	2716935	pSMQ173b_05	pSMQ173b_05	-	-	-	-	Orf5	protein-coding	-	-	-	Orf5|putative rolling circle replication protein	20170420	-
1308	13917630	repA	D682_p1	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180213	-
1308	13917635	repA	D682_p1001	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180213	-
1308	31938866	AVT04_RS00040	AVT04_RS00040	AVT04_00040	-	-	-	alkaline amylopullulanase, truncated	protein-coding	-	-	-	-	20170421	-
1308	31938926	AVT04_RS00365	AVT04_RS00365	AVT04_00365	-	-	-	dihydroorotate dehydrogenase B catalytic subunit	protein-coding	-	-	-	-	20170421	-
1308	31938941	AVT04_RS00450	AVT04_RS00450	AVT04_00450	-	-	-	cation transporter	protein-coding	-	-	-	-	20170421	-
1308	31938985	AVT04_RS00690	AVT04_RS00690	AVT04_00690	-	-	-	SOS response UmuC protein, truncated	protein-coding	-	-	-	-	20170908	-
1308	31938999	AVT04_RS00780	AVT04_RS00780	AVT04_00780	-	-	-	type I restriction-modification system subunit R	protein-coding	-	-	-	-	20180124	-
1308	31939007	AVT04_RS00830	AVT04_RS00830	AVT04_00830	-	-	-	type I restriction-modification system restriction subunit, truncated	protein-coding	-	-	-	-	20170906	-
1308	31939009	AVT04_RS00840	AVT04_RS00840	AVT04_00840	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
1308	31939044	AVT04_RS01040	AVT04_RS01040	AVT04_01040	-	-	-	truncated	protein-coding	-	-	-	truncated|hypothetical protein	20170420	-
1308	31939055	AVT04_RS01095	AVT04_RS01095	AVT04_01095	-	-	-	calcium-translocating P-type ATPase, PMCA-type	protein-coding	-	-	-	-	20170421	-
1308	31939107	AVT04_RS01375	AVT04_RS01375	AVT04_01375	-	-	-	type I restriction-modification system subunit M	protein-coding	-	-	-	-	20170421	-
1308	31939139	AVT04_RS01535	AVT04_RS01535	AVT04_01535	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20170421	-
1308	31939185	AVT04_RS01765	AVT04_RS01765	AVT04_01765	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20170906	-
1308	31939307	AVT04_RS02440	AVT04_RS02440	AVT04_02440	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20170707	-
1308	31939592	AVT04_RS03945	AVT04_RS03945	AVT04_03945	-	-	-	dipeptide/oligopeptide ABC transporter substrate binding protein, truncated	protein-coding	-	-	-	-	20170906	-
1308	31939787	AVT04_RS04995	AVT04_RS04995	AVT04_04995	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20170908	-
1308	31939800	AVT04_RS05060	AVT04_RS05060	AVT04_05060	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180124	-
1308	31939816	AVT04_RS05140	AVT04_RS05140	AVT04_05140	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170906	-
1308	31939856	AVT04_RS05345	AVT04_RS05345	AVT04_05345	-	-	-	replication initiation protein	protein-coding	-	-	-	-	20170421	-
1308	31939900	AVT04_RS05575	AVT04_RS05575	AVT04_05575	-	-	-	truncated	protein-coding	-	-	-	truncated|hypothetical protein	20180124	-
1308	31939925	AVT04_RS05715	AVT04_RS05715	AVT04_05715	-	-	-	acetolactate synthase catalytic subunit	protein-coding	-	-	-	-	20171014	-
1308	31939974	AVT04_RS05985	AVT04_RS05985	AVT04_05985	-	-	-	oligopeptide ABC uptake transporter substrate-binding protein, truncated	protein-coding	-	-	-	-	20170421	-
1308	31939975	AVT04_RS05990	AVT04_RS05990	AVT04_05990	-	-	-	truncated	protein-coding	-	-	-	truncated|oligopeptide ABC uptake transporter substrate-binding protein	20170421	-
1308	31940109	AVT04_RS06720	AVT04_RS06720	AVT04_06720	-	-	-	type I restriction-modification system subunit S	protein-coding	-	-	-	-	20170421	-
1308	31940181	AVT04_RS07090	AVT04_RS07090	AVT04_07090	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170421	-
1308	31940333	AVT04_RS07900	AVT04_RS07900	AVT04_07900	-	-	-	truncated	protein-coding	-	-	-	truncated|ABC transporter ATP-binding protein	20170906	-
1308	31940485	AVT04_RS08735	AVT04_RS08735	AVT04_08735	-	-	-	DNA replication protein DnaD	protein-coding	-	-	-	-	20170906	-
1308	31940612	AVT04_RS09405	AVT04_RS09405	AVT04_09405	-	-	-	cation transporter	protein-coding	-	-	-	-	20180124	-
1308	31940637	AVT04_RS09540	AVT04_RS09540	-	-	-	-	MATE efflux family protein DinF, truncated	protein-coding	-	-	-	-	20170908	-
1308	31940653	AVT04_RS09620	AVT04_RS09620	-	-	-	-	dipeptidase, truncated	protein-coding	-	-	-	-	20170906	-
1308	31940677	AVT04_RS09740	AVT04_RS09740	-	-	-	-	beta-glucoside PTS system component IIABC, truncated	protein-coding	-	-	-	-	20170908	-
1308	31940738	AVT04_RS10045	AVT04_RS10045	-	-	-	-	truncated	protein-coding	-	-	-	truncated|hypothetical protein	20170908	-
1311	1113365	cat	pGB354_p4	-	-	-	-	chloramphenicol acetyltransferase	protein-coding	-	-	-	-	20180130	-
1311	1113366	repI	pGB354_p5	-	-	-	-	putative replication initiation protein	protein-coding	-	-	-	-	20180129	-
1311	1263208	repA	pLS1_p1	-	-	-	-	replication protein A	protein-coding	-	-	-	-	20180130	-
1311	1263210	repB	pLS1_p2	-	-	-	-	replication protein B	protein-coding	-	-	-	-	20180130	-
1311	11115370	rep	pGB2002_04	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180130	-
1311	11115375	rep	pGB2001_03	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180130	-
1313	3932336	rep	pSMB1_p1	-	-	-	-	similar to pC194 family rep proteins	protein-coding	-	-	-	similar to pC194 family rep proteins|replication protein	20181013	-
1313	4290920	pSpnP1_p2	pSpnP1_p2	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180130	-
1314	2942797	repA	pDN571_02	-	-	-	-	RepA	protein-coding	-	-	-	RepA|replication initiation protein	20181013	-
1314	5848235	repB	pDN218_02	-	-	-	-	replication initiation protein	protein-coding	-	-	-	replication initiation protein|hypothetical protein	20160827	-
1314	6155859	rep	D684_p1002	pRW35_2	-	-	-	replication protein	protein-coding	-	-	-	replication protein	20180129	-
1314	13917800	rep	D684_p3	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180129	-
1314	16568788	D684_p2003	D684_p2003	-	-	-	-	pA996_ORF3; RepA	protein-coding	-	-	-	pA996_ORF3|RepA|replication initiation protein A	20160903	-
1314	16568792	D684_p3002	D684_p3002	-	-	-	-	pA852_ORF2 RepB	protein-coding	-	-	-	pA852_ORF2 RepB|replication initiation protein B	20160903	-
1318	7804297	rep	pFW213_p3	-	-	-	-	replication protein	protein-coding	-	-	-	replication protein|Rep	20170906	-
1335	33960806	BV58_RS00195	BV58_RS00195	-	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20171022	-
1335	33960967	BV58_RS07710	BV58_RS07710	-	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20171022	-
1335	33960998	BV58_RS04820	BV58_RS04820	-	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20171022	-
1335	33961034	BV58_RS05410	BV58_RS05410	-	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
1335	33961580	cadA	BV58_RS04585	-	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20171022	-
1335	33961856	ccpA	BV58_RS00485	-	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20171022	-
1335	33961915	BV58_RS02625	BV58_RS02625	-	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20171022	-
1335	33962094	BV58_RS07620	BV58_RS07620	-	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20171022	-
1335	33962188	BV58_RS01730	BV58_RS01730	-	-	-	-	aspartate carbamoyltransferase catalytic subunit	protein-coding	-	-	-	-	20171022	-
1335	33962231	BV58_RS00805	BV58_RS00805	-	-	-	-	cation-translocating P-type ATPase	protein-coding	-	-	-	-	20171117	-
1335	33962534	BV58_RS07555	BV58_RS07555	-	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20171022	-
1335	33962540	BV58_RS03285	BV58_RS03285	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20171022	-
1346	35764895	SI82_RS08120	SI82_RS08120	SI82_08120	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20180215	-
1346	35764934	SI82_RS06855	SI82_RS06855	SI82_06855	-	-	-	catabolite control protein A	protein-coding	-	-	-	-	20180215	-
1346	35764953	SI82_RS01580	SI82_RS01580	SI82_01580	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180215	-
1346	35765174	SI82_RS02060	SI82_RS02060	SI82_02060	-	-	-	sodium ion-translocating decarboxylase subunit beta	protein-coding	-	-	-	-	20180216	-
1346	35765355	SI82_RS09960	SI82_RS09960	SI82_09960	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1346	35765572	SI82_RS07605	SI82_RS07605	SI82_07605	-	-	-	chromosome replication initiation protein	protein-coding	-	-	-	-	20180216	-
1346	35765617	SI82_RS07220	SI82_RS07220	SI82_07220	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1346	35765763	SI82_RS00005	SI82_RS00005	SI82_00005	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180216	-
1346	35765774	SI82_RS01145	SI82_RS01145	SI82_01145	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180215	-
1346	35766018	SI82_RS06325	SI82_RS06325	SI82_06325	-	-	-	cation-translocating P-type ATPase	protein-coding	-	-	-	-	20180216	-
1346	35766301	SI82_RS05020	SI82_RS05020	SI82_05020	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180216	-
1346	35766425	SI82_RS09990	SI82_RS09990	SI82_09990	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180216	-
1346	35766454	SI82_RS04515	SI82_RS04515	SI82_04515	-	-	-	cation transporter	protein-coding	-	-	-	-	20180216	-
1346	35766603	SI82_RS10080	SI82_RS10080	SI82_10080	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180216	-
1346	35766633	SI82_RS03090	SI82_RS03090	SI82_03090	-	-	-	heavy metal translocating P-type ATPase	protein-coding	-	-	-	-	20180215	-
1346	35766718	SI82_RS07265	SI82_RS07265	SI82_07265	-	-	-	DNA replication initiation control protein YabA	protein-coding	-	-	-	-	20180216	-
1351	1113374	EP0002	pAM373_p02	-	-	-	-	replication-associated protein	protein-coding	-	-	-	-	20180129	-
1351	1113376	EP0005	pAM373_p05	-	-	-	-	replication-associated protein	protein-coding	-	-	-	-	20180129	-
1351	1450196	repA	pEF1071p9	-	-	-	-	replication protein	protein-coding	-	-	-	replication protein|hypothetical protein	20180129	-
1351	1450197	repB	pAMalpha1_p2	-	-	-	-	RepB replication protein	protein-coding	-	-	-	-	20180129	-
1351	1450199	repE	pAMalpha1_p6	-	-	-	-	RepE replication protein	protein-coding	-	-	-	-	20180130	-
1351	3267168	prgW	pCF10_07	-	-	-	-	replication	protein-coding	-	-	-	replication|PrgW	20180129	-
1351	7072509	repA	pMG2200_98	-	-	-	-	plasmid replication protein	protein-coding	-	-	-	-	20180130	-
1351	9725114	pWZ1668_p08	pWZ1668_p08	-	-	-	-	integrase, catalytic region	protein-coding	-	-	-	integrase, catalytic region|transposase-like protein	20180129	-
1351	9742405	pEF-01_003	pEF-01_003	-	-	-	-	C-terminal part of a IS1216 transposase	protein-coding	-	-	-	C-terminal part of a IS1216 transposase|truncated IS1216	20180512	-
1351	9742422	pEF-01_020	pEF-01_020	-	-	-	-	C-terminal part of a transposase	protein-coding	-	-	-	C-terminal part of a transposase|truncated orf2-ISEnfa5	20160813	-
1351	9742425	pEF-01_023	pEF-01_023	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180130	-
1351	9742426	pEF-01_024	pEF-01_024	-	-	-	-	replication protein RepB	protein-coding	-	-	-	-	20180130	-
1351	9742435	rep	pEF-01_001	-	-	-	-	plasmid replication protein	protein-coding	-	-	-	-	20171002	-
1351	9988303	repE	pTW9_p60	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180519	-
1351	9988311	repA	pTW9_p10	-	-	-	-	replication protein	protein-coding	-	-	-	-	20180129	-
1351	9988325	prgN	pTW9_p07	-	-	-	-	plasmid replication control	protein-coding	-	-	-	-	20180130	-
1351	13921062	D686_p36	D686_p36	-	-	-	-	integrase, catalytic region	protein-coding	-	-	-	integrase, catalytic region|transposase	20180129	-
1351	13921076	D686_p1035	D686_p1035	-	-	-	-	integrase, catalytic region	protein-coding	-	-	-	integrase, catalytic region|transposase-like protein	20180129	-
